coffee_name;total_score;roaster_location;coffee_origin;roast_level;est._price;agtron_ground;agtron_roast;price_per_100g;price_per_ounce;origin_country
Ethiopia Natural Sidama Blue Donkey Lot 2;96;Chia-Yi, Taiwan;Sidamo growing region, southern Ethiopia;Light;NT $350/8 ounces;62;84;154,32;350.0;Ethiopia
Trust the Process Costa Rica Finca Carrizal SL28 Black Diamond Natural;95;Floyd, Virginia;Sabanilla de Alajuela growing region, Costa Rica;Light;$24.00/8 ounces;62;84;10,58;24.0;Rica
Guatemala Washed Finca El General Gesha;94;Chia-Yi, Taiwan;Acatenango, Chimaltenango, Guatemala;Medium Light;NT $420/4 ounces;58;77;370,37;420.0;Guatemala
Guatemala Finca El General Bourbon Honey Espresso;94;Chia-Yi, Taiwan;Acatenango, Chimaltenango, Guatemala;Medium Light;NT $420/4 ounces;56;76;370,37;420.0;Guatemala
True Love Espresso Blend;94;Chia-Yi, Taiwan;"Ethiopia; Guatemala";Medium Light;NT $260/8 ounces;57;77;114,64;260.0;Guatemala
Colombia Sebastian Ramirez Washed Pink Bourbon;97;McHenry, Illinois;Quindio Department, Colombia;Light;$30.00/12 ounces;62;84;8,82;30.0;Colombia
Colombia Manos Juntas Anaerobic Natural;94;Peoria, Illinois;Cauca Department, Colombia;Light;$18.00/12 ounces;63;85;5,29;18.0;Colombia
Ecuador La Papaya Geisha Natural;96;Fort Wayne, Indiana;Saraguro, Loja, Ecuador;Medium Light;$38.00/8 ounces;61;79;16,75;38.0;Ecuador
Yemen Al Obrah;95;Fort Wayne, Indiana;Al Obrah, Hayma Dakhaliya, Sana'a, Yemen;Light;$42.00/8 ounces;62;86;18,52;42.0;Yemen
Kenya Embu;95;Taichung, Taiwan;Embu County, Kenya;Light;NT $1200/227 grams;62;80;528,63;42.32804232804233;Kenya
Yemen Ismaili;94;Taichung, Taiwan;Bani Ismail District, Sana'a, Yemen;Medium Light;NT $1200/227 grams;57;81;528,63;42.32804232804233;Yemen
Guatemala Acatenango Geisha;94;Tiachung, Taiwan;Acatenango growing region, Guatemala;Medium Light;NT $1200/227 grams;59;79;528,63;42.32804232804233;Guatemala
Ethiopia Bench-Maji Lucy Geisha Anaerobic Natural;94;Kaohsiung, Taiwan;Bench-Maji Zone, southern Ethiopia;Light;NT $300/100 grams;64;88;300;10.582010582010582;Ethiopia
Wilton Benitez Colombia Yellow Bourbon;96;Madison, Wisconsin;Piendamó, Cauca, Colombia;Light;$22.00/8 ounces;63;88;9,7;22.0;Colombia
Kona Tropical Punch Washed;95;Hilo, Hawai’i Island, Hawai’i;Kona growing region, Hawai’i Island, Hawai'i;Light;$50.00/4 ounces;68;84;44,09;50.0;
Granate;94;Satipo Province, Peru;Llayla District, Satipo Province, Peru;Medium Light;$13.50/250 grams;57;79;5,4;0.47619047619047616;Peru
Kenya Kirinyaga;95;Floyd, Virginia;Kirinyaga District, south-central Kenya;Light;$25.00/12 ounces;60;82;7,35;25.0;Kenya
Costa Rica San Diego;94;Fort Wayne, Indiana;Tarrazu, Costa Rica;Medium Light;$22.00/12 ounces;57;77;6,47;22.0;Rica
Costa Rica La Candelilla Geisha;94;Floyd, Virginia;Tarrazu, Costa Rica;Light;$35.00/12 ounces;62;84;10,29;35.0;Rica
Ethiopia Agaro Duromina;94;San Diego, California;Agaro Duromina, Jimma Zone, Oromia State, Ethiopia;Medium Light;$22.00/12 ounces;59;79;6,47;22.0;Ethiopia
Panama Renaissance Series Flora Geisha Washed;94;Taipei, Taiwan;Boquete growing region, western Panama;Light;NT $800/227 grams;68;94;352,42;28.21869488536155;Panama
Colombia San Martin Bourbon Aji Star Fruit Peach Honey;95;Yilan, Taiwan;Huila Department, Colombia;Light;NT $650/200 grams;64;88;325;22.92768959435626;Colombia
Taiwan COE #3 Alishan Zhou Zhu Yuan Geisha Natural;94;Yilan, Taiwan;Alishan, Taiwan;Light;NT $2,700/100 grams;62;80;2;;Taiwan
Las Margaritas Colombia Sudan Rume Natural;95;Madison, Wisconsin;Caicendonia, Valle Del Cauca, Cauca Department, Colombia;Light;$25.00/8 ounces;62;86;11,02;25.0;Colombia
Yabitu Koba Ethiopia;95;Madison, Wisconsin;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$23.00/12 ounces;58;78;6,76;23.0;Ethiopia
Pantan Musara Sumatra;94;Madison, Wisconsin;Aceh Province, Sumatra, Indonesia;Medium Light;$23.00/12 ounces;57;80;6,76;23.0;Indonesia
Ethiopia Yirgacheffe Misty Valley Aricha Washed G1;94;Taipei, Taiwan;Yirgacheffe growing region, south-central Ethiopia;Light;NT $339/8 ounces;65;93;149,47;339.0;Ethiopia
Guatemala El Soccoro Maracaturra Washed;94;Baronett, Wisconsin;Palencia, Guatemala Department, Guatemala;Medium Light;$20.00/12 ounces;60;78;5,88;20.0;Guatemala
Ethiopia Sidama Bensa Alo Single Variety 74158 Natural;94;New Taipei City, Taiwan;Sidamo growing region, southern Ethiopia;Light;NT $840/113 grams;66;88;743,36;29.62962962962963;Ethiopia
El Salvador Loma La Gloria Unicorn Natural;95;Reno, Nevada;El Bálsamo, Quetzaltepec growing region, El Salvador;Light;$29.00/10 ounces;64;88;10,23;29.0;Salvador
Costa Rica Las Lajas SL-28 Natural;94;Durango, Colorado;Sabanilla de Alajuela growing region, Costa Rica;Light;$30.00/12 ounces;58;84;8,82;30.0;Rica
Ethiopia Faysel Abdosh;94;Fort Wayne, Indiana;Chericho, Sidamo growing region, Ethiopia;Light;$20.00/12 ounces;64;88;5,88;20.0;Ethiopia
Kenya Kii;94;San Diego, California;Kirinyaga County, Kenya;Medium Light;$26.00/250 grams;58;82;10,4;0.9171075837742504;Kenya
Ethiopia Guji Bishala G1 Red Honey;94;Taichung, Taiwan;Guji Zone, Oromia region, southern Ethiopia;Medium Light;NT $460/8 ounces;58;80;202,82;460.0;Ethiopia
Ethiopia Sidama Bensa Shantawene Gatta Kenean Dukamo Anaerobic Natural G1;94;Taichung, Taiwan;Bensa district, Sidama Zone, southern Ethiopia;Light;NT $720/8 ounces;66;89;317,46;720.0;Ethiopia
Kenya Nyeri Hill AB;96;Lexington, Virginia;Nyeri growing region, south-central Kenya;Medium Light;$23.50/12 ounces;58;82;6,91;45800,00;Kenya
Ethiopia Sidama  Bombe Natural;94;Taitung, Taiwan;Sidamo growing region, southern Ethiopia;Light;NT $350/200 grams;61;85;175;12.345679012345679;Ethiopia
Ethiopia Kayon Mountain;95;Lexington, Virginia;Odo Shakiso District, Guji Zone, southern Ethiopia;Light;$24.00/12 ounces;64;88;7,05;24.0;Ethiopia
Colombia Red Sunset;94;Lexington, Virginia;Santa Barbara, Antioquia Department, Colombia;Light;$27.00/12 ounces;60;84;7,94;27.0;Colombia
Ethiopia Gesha Village Lot 108;94;Jersey City, New Jersey;Bench-Maji Zone, southern Ethiopia;Light;$30.00/50 grams;66;89;60;1.0582010582010581;Ethiopia
Panama Geisha Vuelta DRD Natural Lot GN-01;97;Hilo, Hawai’i Island, Hawai’i;Boquete growing region, western Panama;Light;$400.00/20 grams;64;88;2000;14.109347442680775;Panama
Panama Kaizen Lot GW-01;96;Hilo, Hawai’i Island, Hawai’i;Boquete growing region, western Panama;Light;$400.00/20 grams;65;90;2000;14.109347442680775;Panama
Kona Geisha Champagne Natural;95;Hilo, Hawai’i Island, Hawai’i;Hōlualoa, North Kona growing region, Hawai’i Island, Hawai’i;Light;$200.00/4 ounces;64;88;176,37;200.0;
Ethiopia Nano Genji Lot #8;94;Manlius, New York;Agaro Gera, Jimma Zone, Oromia State, Ethiopia;Light;$22.00/12 ounces;64;84;6,47;22.0;Ethiopia
Colombia Hacienda La Pradera Mokka;94;Manlius, New York;Santander Department, Colombia;Light;$42.00/12 ounces;64;88;12,35;42.0;Colombia
La Piragua Pink Bourbon Colombia;94;Madison, Wisconsin;Palestina, Huila Department, Colombia;Light;$22.00/12 ounces;62;84;6,47;22.0;Colombia
Kenya Baragwi Guama;94;Fort Wayne, Indiana;Guama Village, Kirinyaga County, Kenya;Medium Light;$22.00/12 ounces;60;78;6,47;22.0;Kenya
Ethiopia Washed Uraga More Floral Kurume Espresso;95;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $270/8 ounces;58;79;119,05;270.0;Ethiopia
Ethiopia Natural Sidama ALO Village FL;95;Chia-Yi, Taiwan;Sidamo growing region, southern Ethiopia;Light;NT $480/4 ounces;62;84;423,28;480.0;Ethiopia
Ethiopia Washed Sidama Bura Karamo 74158;95;Chia-Yi, Taiwan;Sidamo growing region, southern Ethiopia;Light;NT $320/8 ounces;64;84;141,09;320.0;Ethiopia
Ethiopia Natural Guji Hambella Wamena Buku G1;94;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Light;NT $320/8 ounces;64;88;141,09;320.0;Ethiopia
Guatemala Naranjas Nadando;95;Topeka, Kansas;Huehuetenango, Guatemala;Light;$22.00/10 ounces;62;84;7,76;22.0;Guatemala
Songstress Geisha;95;Taipei, Taiwan;Bench-Maji Zone, southern Ethiopia;Light;NT $370/8 ounces;64;86;163,14;370.0;Ethiopia
Ethiopia Gesha Village Surma 1931 Mossto Anaerobic Honey;95;Baronett, Wisconsin;Bench-Maji Zone, southern Ethiopia;Light;$40.00/6 ounces;62;84;23,52;40.0;Ethiopia
Panama Bambito Estate Geisha;95;San Diego, California;Volcan Baru, Boquete growing region, Panama;Light;$38.75/4 ounces;64;88;34,17;38.75;Panama
Colombia Efren Echeverry;94;Fort Wayne, Indiana;Pitalito, Huila Department, Colombia;Light;$25.00/12 ounces;62;84;7,35;25.0;Colombia
Pueo Blend;94;Hilo, Hawai'i;Guatemala and other undisclosed origins;Medium Light;$20.00/10 ounces;50;77;7,05;20.0;
Wai Meli Morning;94;Mountain View, Hawai'i;"Kona and Ka’u, Hawai’i; other undisclosed origins";Medium Light;$30.00/10 ounces;54;72;10,58;30.0;
Ayla Bombe Natural;94;Madison, Wisconsin;Sidamo growing region, southern Ethiopia;Light;$22.00/12 ounces;63;87;6,47;22.0;Ethiopia
Wilton Benitez Striped Bourbon Colombia;94;Madison, Wisconsin;Piendamó, Cauca, Colombia;Light;$25.00/8 ounces;62;84;11,02;25.0;Colombia
Buena Vista Pink Bourbon Colombia;94;Madison, Wisconsin;La Muralla, Huila Department, Colombia;Medium Light;$22.00/8 ounces;59;77;9,7;22.0;Colombia
Yunlin Washed Geisha;96;Yunlin, Taiwan;Yunlin County, Taiwan;Light;NT $800/120 grams;64;90;666,67;28.21869488536155;Taiwan
Ethiopia Banko Washed;96;Floyd, Virginia;Gedeb District, Gedeo Zone, southern Ethiopia;Light;$24.00/12 ounces;62;84;7,05;24.0;Ethiopia
Colombia Villa Betulia CM Sidra;96;Denver, Colorado;Acevedo, Huila Department, Colombia;Light;$46.00/8 ounces;60;84;20,28;46.0;Colombia
Ethiopia Anaerobic Worka Sakaro;95;Floyd, Virginia;Gedeb District, Gedeo Zone, southern Ethiopia;Light;$24.00/12 ounces;66;92;7,05;24.0;Ethiopia
Costa Rica Hacienda Sonora Natural Milenio;94;Denver, Colorado;Alajuela, Central Valley, Costa Rica;Light;$19.00/8 ounces;62;84;8,38;19.0;Rica
Costa Rica Alma Negra Natural;94;Floyd, Virginia;Alajuela, Central Valley, Costa Rica;Light;$25.00/12 ounces;58;88;7,35;25.0;Rica
El Salvador Finca Santa Sofia Natural Kenya;94;Denver, Colorado;Santa Ana, El Salvador;Light;$22.00/8 ounces;68;94;9,7;22.0;Salvador
Colombia Aponte Honey;94;Floyd, Virginia;Aponte, Nariño Department, Colombia;Light;$23.00/12 ounces;64;88;6,76;23.0;Colombia
Finca Huixoc Geisha;94;Antigua Guatemala, Guatemala;La Democracia, Huehuetenango Department, Guatemala;Light;$24.00/12 ounces;60;82;7,05;24.0;Guatemala
Costa Rica Rivense Finca El Mango Honey Process;94;Thermopolis, Wyoming;Chirripo, Brunca growing region, Costa Rica;Light;$16.00/12 ounces;62;84;4,7;16.0;Rica
El Salvador Unicorn;94;Truckee, California;El Bálsamo Quetzaltepec, El Salvador;Medium Light;$24.00/8 ounces;58;80;10,58;24.0;Salvador
Kenya Kiamwangi Factory AA TOP;94;Taipei, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $389/8 ounces;60;80;171,52;389.0;Kenya
Ethiopia Sidama Bensa Hamasho Washed TOH#2;94;Taipei, Taiwan;Sidamo growing region, southern Ethiopia;Light;NT $349/8 ounces;64;86;153,88;349.0;Ethiopia
Costa Rica Red Java Honey Finca Los Pinitos;95;Charlotte, North Carolina;Alajuela, Central Valley, Costa Rica;Light;$29.00//12 ounces;60;88;8,52;;Rica
Costa Rica Finca El Cañal Double Diamond;94;Charlotte, North Carolina;Alajuela, Central Valley, Costa Rica;Light;$28.00/12 ounces;62;86;8,23;28.0;Rica
Honduras Roger Dominguez;94;Fort Wayne, Indiana;La Paz, Marcala growing region, Honduras;Light;$20.00/8 ounces;66;88;8,82;20.0;Honduras
Ngurueri Kenya;94;Madison, Wisconsin;Embu County, Kenya;Light;$22.00/12 ounces;62;80;6,47;22.0;Kenya
Cruz Loma Ecuador;94;Madison, Wisconsin;San José de Minas, Pichincha Province, Ecuador;Light;$22.00/8 ounces;60;82;9,7;22.0;Ecuador
Colombia Monteblanco Nectar Citrullus Secret Stash;94;Sacramento, Calfornia;Peñas Blancas Mountains, Acevedo, Colombia;Medium Light;$20.00/8 ounces;58;82;8,82;20.0;Colombia
Costa Rica La Laguna Lot Secret Stash;94;Sacramento, California;Tarrazu, Costa Rica;Light;$20.00/8 ounces;64;86;8,82;20.0;Rica
Ballista Espresso;94;Lee, Massachusetts;Ethiopia, Brazil;Medium Light;$18.45/12 ounces;56;74;5,42;18.45;Brazil
Ethiopia Natural Lion 88;94;Taipei, Taiwan;Guji Zone, Oromia region, southern Ethiopia;Light;NT $500/8 ounces;66;90;220,46;500.0;Ethiopia
Panama Lamastus Family Elida Estate Loma Geisha Washed;97;New Taipei City, Taiwan;Boquete growing region, western Panama;Light;NT $1,695/4 ounces;64;88;0,88;;Panama
Colombia El Paraiso Geisha Anti-Maceration;95;Osaka, Japan;Piendamo, Cauca Department, Colombia;Light;$29.00/50 grams;70;94;58;1.0229276895943562;Colombia
Ethiopia Alo Chilaka Natural;94;Viroqua, Wisconsin;Sidamo growing region, southern Ethiopia;Light;$22.00/12 ounces;66;88;6,47;22.0;Ethiopia
Panama Bambito Gesha;94;Olympia, Washington;Bambito Mountains, Chiriqui, Panama;Light;$55.00/8 ounces;62;84;24,25;55.0;Panama
Panama Geisha Vuelta DRD Natural;97;Hilo, Hawai’i;Boquete growing region, western Panama;Light;$88.00/4 ounces;66;88;77,6;88.0;Panama
Kona S12 Kaffa Washed;96;Hilo, Hawai’i;Hōlualoa, North Kona, Hawai’i Island;Light;$100.00/4 ounces;67;94;88,18;100.0;Island
Kona Geisha Rosé Washed;96;Hilo, Hawai’i;Hōlualoa, North Kona, Hawai’i Island;Light;$100.00/4 ounces;64;88;88,18;100.0;Island
Colombia Cafe La Granja Pink Bourbon;96;Jersey City, New Jersey;Caicedonia, Valle del Cauca Department, Colombia;Light;$35.00/125 grams;62;88;28;1.2345679012345678;Colombia
Colombia Cafe La Granja Sudan Rume Natural;95;Jersey City, New Jersey;Caicedonia, Valle del Cauca Department, Colombia;Light;$35.00/125 grams;66;92;28;1.2345679012345678;Colombia
Panama Tierra Blanca C-5 Geisha Washed BOP-GW-05;97;Taipei, Taiwan;Boquete growing region, western Panama;Light;$700/4 ounces;64;88;617,28;700.0;Panama
Kenya AA Kangiri New Irati;95;Barronett, Wisconsin;Kigumo growing region, Muranga County, Kenya;Light;$19.00/12 ounces;66;84;5,59;19.0;Kenya
Costa Rica Central Valley Honey Geisha;94;Barronett, Wisconsin;Alajuela, Central Valley, Costa Rica;Light;$16.00/6 ounces;62;80;9,41;16.0;Rica
Ethiopia Sidama Bombe G1 Washed;94;Barronett, Wisconsin;Sidamo growing region, southern Ethiopia;Light;$19.00/12 ounces;64;84;5,59;19.0;Ethiopia
Kenya AA Aries Return Espresso;96;Taoyuan, Taiwan;Nyeri growing region, south-central Kenya;Medium;NT $950/8 ounces;44;60;418,87;950.0;Kenya
Kenya All’s Well Peaberry Espresso;96;Taoyuan, Taiwan;Nyeri growing region, south-central Kenya;Medium;NT $900/8 ounces;46;72;396,83;900.0;Kenya
Espresso No. 6 Finca San José Ocaña;96;Antigua Guatemala, Guatemala;San Juan Sacatepéquez, Antigua Department, Guatemala;Medium;$25.00/12 ounces;50;64;7,35;25.0;Guatemala
Kahiko Orange;98;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium Light;$99.95/8 ounces;54;84;44,07;99.95;
Kenya Washed Kiambu Yara Estate PB TOP;97;Chia-Yi, Taiwan;Ruiru, Kiambu County, south-central Kenya;Medium Light;NT $300/4 ounces;58;80;264,55;300.0;Kenya
Kona Orange;96;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Light;$79.95/8 ounces;58;84;35,25;79.95;
Colombia Wilton Benitez Sudan Rume;96;Fort Wayne, Indiana;Piendamo, Cauca Department, Colombia;Light;$29.00/8 ounces;64;84;12,79;29.0;Colombia
Ethiopia Washed Gute 74110 Lot JH;95;Chia-Yi, Taiwan;Sidamo growing region, southern Ethiopia;Light;NT $480/8 ounces;60;82;211,64;480.0;Ethiopia
Ethiopia Natural Sidama Bura Karamo 74158;95;Chia-Yi, Taiwan;Sidamo growing region, southern Ethiopia;Light;NT $480/8 ounces;57;88;211,64;480.0;Ethiopia
Taiwan Honey Alishan Ming Yang Yuan Gesha;95;Chia-Yi, Taiwan;Alishan, Taiwan;Light;NT $1,110/4 ounces;62;84;0,88;;Taiwan
Kenya Washed Kiambu AB TOP Lot Yerihar;94;Chia-Yi, Taiwan;Kiambu County, south-central Kenya;Medium Light;NT $350/8 ounces;58;78;154,32;350.0;Kenya
Kenya Ibonia Estate;95;Lexington, Virginia;Kiambu County, Kenya;Medium Light;$24.00/12 ounces;58;80;7,05;24.0;Kenya
Ethiopia Worka Sakaro;94;Lexington, Virginia;Gedeb District, Gedeo Zone, southern Ethiopia;Light;$27.00/12 ounces;62;86;7,94;27.0;Ethiopia
Guatemala Washed Huehuetenango Joya Verde;94;Chia-Yi, Taiwan;Huehuetenango, Guatemala;Medium Light;NT $260/8 ounces;56;74;114,64;260.0;Guatemala
Ethiopia Washed Guji Uraga Tebe Burka;94;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $330/8 ounces;58;80;145,5;330.0;Ethiopia
Ethiopia Natural Sidama ALO Village SKY Project FL;94;Chia-Yi, Taiwan;Sidamo growing region, southern Ethiopia;Medium Light;NT $490/4 ounces;60;77;432,1;490.0;Ethiopia
Taiwan Natural Alishan Chi Tsai Liu Li Ecological Farm;94;Chia-Yi, Taiwan;Alishan, Taiwan;Medium Light;NT $1,100/4 ounces;60;77;0,88;;Taiwan
Wilton Benitez SL28;96;Madison, Wisconsin;Piendamo, Cauca Department, Colombia;Medium Light;$33.00/8 ounces;58;82;14,55;33.0;Colombia
Kolla Bolcha #6 Ethiopia;94;Madison, Wisconsin;Agaro, Oromia region, Ethiopia;Medium Light;$20.00/12 ounces;60;79;5,88;20.0;Ethiopia
Bener Meriah Sumatra;94;Madison, Wisconsin;Aceh, Sumatra, Indonesia;Medium Light;$20.00/12 ounces;59;77;5,88;20.0;Indonesia
Yemen Haraaz;96;San Diego, California;Sharqi, Haraaz, Yemen;Light;$40.00/250 grams;60;82;16;1.4109347442680775;Yemen
Ethiopia Yirgacheffe Hama Honey;95;Taipei City, Taiwan;Yirgacheffe growing region, south-central Ethiopia;Medium Light;NT $600/227 grams;59;81;264,32;21.164021164021165;Ethiopia
Colombia Finca Santuario Red Bourbon Natural;95;Taipei City, Taiwan;Cauca Department, Colombia;Light;NT $600/227 grams;62;94;264,32;21.164021164021165;Colombia
Ethiopia Yirgacheffe Gutiti Gargari Natural;94;Taipei City, Taiwan;Yirgacheffe growing region, south-central Ethiopia;Medium Light;NT $450/227 grams;60;77;198,24;15.873015873015872;Ethiopia
130 Blend;94;San Diego, California;"Guatemala; Ethiopia";Medium Light;$19.00/12 ounces;55;79;5,59;19.0;Ethiopia
Ethiopia Bench Maji Gori Gesha ORO Yeast Natural G1;94;Tainan, Taiwan;Bench-Maji Zone, southern Ethiopia;Medium Light;NT 780/227 grams;55;79;343,61;27.513227513227513;Ethiopia
Fruits Melody;94;Chia-Yi, Taiwan;Ethiopia;Light;NT $390/227 grams;65;81;171,81;13.756613756613756;Ethiopia
Kenya Melwa AA Washed;94;Tainan, Taiwan;Nyeri growing region, south-central Kenya;Light;NT $480/227 grams;64;88;211,45;16.93121693121693;Kenya
Colombia Wilton Benitez Thermal Shock Red Bourbon;94;Chicago, Illinois;Piendamo, Cauca Department, Colombia;Light;$38.00/8 ounces;60;83;16,75;38.0;Colombia
Panama Elida Estate Geisha Natural ASD T3D Auction Lot EG6;97;Taipei, Taiwan;Boquete growing region, western Panama;Light;$80.00/4 ounces;66;84;70,55;80.0;Panama
El Salvador La Providencia Maria Pacas Bernadina Honey;95;San Diego, California;Los Naranjos, Juayua, Sonsonate, El Salvador;Light;$39.25/12 ounces;62;84;11,54;39.25;Salvador
Colombia El Vergel Martha Montenegro Rubi Marti Anaerobic;95;San Diego, California;Tolima Department, Colombia;Light;$47.25/12 ounces;66;90;13,89;47.25;Colombia
Ethiopia West Arsi Washed G1;95;Taipei, Taiwan;Guji Zone, southern Ethiopia;Light;NT $550/225 grams;64;88;244,44;19.400352733686066;Ethiopia
Ethiopia Washed Yirgacheffe Chelbesa SNNPR Gedeo G1;94;Taichung, Taiwan;Yirgacheffe growing region, south-central Ethiopia;Light;NT $480/8 ounces;64;84;211,64;480.0;Ethiopia
Colombia Lulo Wonka Wonka & Sebastian Gomez;96;Cleveland, Tennessee;Colombia;Light;$19.99/8 ounces;64;86;8,81;19.99;Colombia
Colombia Finca La Reserva;94;Cleveland, Tennessee;Antioquia Department, Colombia;Light;$19.99/8 ounces;64;84;8,81;19.99;Colombia
Ethiopia Washed Ayla Bombe;94;Livingston, Montana;Sidamo growing region, southern Ethiopia;Medium Light;$19.00/12 ounces;59;79;5,59;19.0;Ethiopia
Ethiopia Mr. Ocholo Bedecho;95;Lexington, Virginia;Haro Wachu, Uraga, Guji Zone, Oromia Region, Ethiopia;Light;$22.00/12 ounces;58;84;6,47;22.0;Ethiopia
Colombia Pink Champagne El Mirador Blend;94;Reno, Nevada;Huila Department, Colombia;Light;$29.00/10 ounces;66;93;10,23;29.0;Colombia
Guatemala El Injerto Malawi Geisha Washed;95;Yilan, Taiwan;Huehuetenango Department, Guatemala;Light;NT $950/100 grams;69;88;950;33.50970017636684;Guatemala
Guatemala El Injerto Legendary Geisha Natural Lot E1-06;94;Taipei, Taiwan;Huehuetenango Department, Guatemala;Light;$23.67/4 ounces;60;88;20,87;23.67;Guatemala
Guatemala Washed Finca La Hermosa Gesha Peaberry;94;Chia-Yi, Taiwan;Acatenango growing region, Guatemala;Medium Light;$21.95/4 ounces;56;84;19,36;21.95;Guatemala
Qunqana Ethiopia;95;Madison, Wisconsin;Sidamo growing region, Ethiopia;Light;$23.00/12 ounces;63;81;6,76;23.0;Ethiopia
Finca La Reserva Colombia Gesha Honey;95;Madison, Wisconsin;Ciudad Bolivar, Antioquia Department, Colombia;Medium Light;$22.00/8 ounces;59;77;9,7;22.0;Colombia
Ethiopia Ayla Bombe;96;Fort Wayne, Indiana;Sidamo growing region, southern Ethiopia;Medium Light;$20.00/12 ounces;61;78;5,88;20.0;Ethiopia
Ethiopia Arbegona Yaye Washed;95;Fort Wayne, Indiana;Chericho, Sidamo growing region, Ethiopia;Light;$24.00/12 ounces;62;80;7,05;24.0;Ethiopia
Sumatra Putra Gayo Natural;94;Fort Wayne, Indiana;Aceh Province, Sumatra, Indonesia;Medium Light;$23.00/12 ounces;60;79;6,76;23.0;Indonesia
El Salvador Finca Plan del Hoyo Microlot;94;Peoria, Illinois;Llamatepec, Apaneca growing region, El Salvador;Medium Light;$16.00/12 ounces;60;77;4,7;16.0;Salvador
Kenya Kichwa Tembo;94;Chicago, Illinois;Kenya;Medium Light;$28.00/12 ounces;59;81;8,23;28.0;Kenya
Ethiopia Sidama Alice Orchard Natural G1;95;Tainan, Taiwan;Sidamo growing region, southern Ethiopia;Light;NT $550/227 grams;64;86;242,29;19.400352733686066;Ethiopia
Colombia Fruit Loops Gesha Washed;94;Long Island City, New York;Huila Department, Colombia;Light;$37.99/6 ounces;65;89;22,33;37.99;Colombia
Kenya Gachatha AA Top;94;Taipei, Taiwan;Nyeri growing region, south-central Kenya;Light;NT $309/8 ounces;62;80;136,24;309.0;Kenya
Ethiopia Bench-Maji Lucy Station Geisha Washed;94;Taipei, Taiwan;Bench-Maji Zone, southern Ethiopia;Light;NT $339/8 ounces;64;84;149,47;339.0;Ethiopia
Ethiopia Yirgacheffe Lalisa Black Honey TOH#2;94;Taipei, Taiwan;Gedeb District, Gedeo Zone, Ethiopia;Light;NT $449/8 ounces;66;90;197,97;449.0;Ethiopia
Panama Hacienda La Esmeralda Nano GIGANTE 4FC-N Geisha Washed;97;Yilan, Taiwan;Cañas Verdes, Boquete, Panama;Light;NT $1200/20 grams;62;84;6000;42.32804232804233;Panama
Kenya Washed Kiambu AA;96;Chia-Yi, Taiwan;Kiambu growing region, south-central Kenya;Medium;NT $290/8 ounces;47;69;127,87;290.0;Kenya
Kenya Washed Kiambu Maganjo AA TOP;95;Chia-Yi, Taiwan;Kiambu growing region, south-central Kenya;Medium Light;NT $350/8 ounces;58;82;154,32;350.0;Kenya
Ethiopia Washed Yirgacheffe Botabaa Lot;95;Chia-Yi, Taiwan;Gedeo Zone, SNNPR, southern Ethiopia;Light;NT $330/8 ounces;62;84;145,5;330.0;Ethiopia
Ecuador Galo Morales;94;Fort Wayne, Indiana;San Jose de Minas, Pichincha, Ecuador;Light;$20.00/.8 ounces;64;86;8,82;20.0;Ecuador
Orange Bourbon Natural;95;Pahala, Hawaii;Ka‘ū growing district, Big Island of Hawai’i;Light;$35.00/8 ounces;64;88;15,43;35.0;
Ethiopia Yirgacheffe Huke Premium Washed G1;95;Barronett, Wisconsin;Yirgacheffe growing region, south-central Ethiopia;Light;$21.00/12 ounces;64;82;6,17;21.0;Ethiopia
Ethiopia Yirgacheffe Huke Premium Natural G1;94;Barronett, Wisconsin;Yirgacheffe growing region, south-central Ethiopia;Light;$21.00/12 ounces;62;80;6,17;21.0;Ethiopia
Colombia El Vergel #1;94;Plymouth, Massachusetts;Huila Department, Colombia;Light;$15.00/12 ounces;64;86;4,41;15.0;Colombia
Ethiopia Sidama Bensa;94;Taitung, Taiwan;Sidamo growing region, southern Ethiopia;Light;NT $350/200 grams;65;87;175;12.345679012345679;Ethiopia
Ethiopia Guji Rosechee Washed G1;94;Tainan, Taiwan;Guji Zone, Oromia region, southern Ethiopia;Light;NT $600/227 grams;66;88;264,32;21.164021164021165;Ethiopia
Ethiopia Bench-Maji Lucy Geisha;94;Taitung, Taiwan;Bench-Maji Zone, Southern Ethiopia;Light;NT $380/200 grams;66;84;190;13.403880070546737;Ethiopia
Ethiopia Oromi Guji Hamela Wamena Tirtira Goyo Natural G1;95;Taichung, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Light;NT $480/8 ounces;66;88;211,64;480.0;Ethiopia
Acacia Hills Geisha;96;Madison, Wisconsin;Karatu, Oldeani Region, Tanzania;Medium Light;$24.00/8 ounces;58;80;10,58;24.0;Tanzania
Nsoga Iweyza Tanzania;95;Madison, Wisconsin;Mbeya, Tanzania;Medium Light;$24.00/8 ounces;57;77;10,58;24.0;Tanzania
